item,name,party,constituency,startDate,endDate,gender,psid
Q111141653,Rimamnde Shawulu Kwewum,PDP,,2019-06-11,,,Q111141653-7EBE0540-7828-48EA-81E4-95CDC5FE23F6
Q111141654,Robert Aondona Tyough,PDP,Kwande/Ushongo,2019-06-11,,,Q111141654-26A174F7-6511-4220-9F4C-45F2C2E0C699
Q111141656,Rotimi Agunsoye,APC,Kosofe,2019-06-11,,,Q111141656-6DD8C5FA-FF37-4A64-8265-8C12B11AFFDA
Q111141657,Sada Soli,APC,Jibia/Kaita,2019-06-11,,,Q111141657-5904CE03-3F06-4215-86BD-FE3411D538B7
Q111141658,Salisu Iro Isansi,APC,Katsina,2019-06-11,,,Q111141658-9A42D263-813A-4CF3-9965-1857D2843680
Q111141660,Samuel Chinedu Onwuaso,PDP,Awka North/Awka South,2019-06-11,,,Q111141660-08CEF0F1-141E-4059-B90E-DA75B005AEF3
Q111141661,Samuel Babatunde Adejare,APC,Agege,2019-06-11,,,Q111141661-856B3C7C-31BA-4BA6-BC3A-57BCB5B2CD01
Q111141662,Sani Ma'aruf Nass,APC,Minjibir/Ungogo,2019-06-11,,,Q111141662-0C66C2E3-36EF-41E5-9FA0-D989168197AC
Q111141663,Umar Sani Dan galadima,APC,,2021-06-30,,,Q111141663-D19CD307-F952-4DC6-BE11-3F611F2050C9
Q111141667,Olusegun Dokun Odebunmi,APC,Ogo-Oluwa/Surulere,2019-06-11,,,Q111141667-68DBF024-4984-42C6-A65E-8784F077D241
Q111141668,Mohammed Shamsudeen Bello,APC,Sumaila/Takai,2019-06-11,,,Q111141668-A290768A-E3EB-4278-B8E6-F811A091C7B5
Q111141669,Ahmed Shehu,APC,Bungudu/Maru,2021-07-06,,,Q111141669-CB8B4569-8E1F-4C73-8B3A-F59D736E6CBA
Q111141672,Shehu Beji Barwa,APC,,2019-06-11,,,Q111141672-22EEA1FA-0A94-4A40-B4AA-F812D7EA8414
Q111141673,Shehu Mohammed,APC,Koko-Besse/Maiyama,2019-06-11,,,Q111141673-B11A4829-1ECE-4223-9ABE-266D4BB8F7F4
Q111141675,Simon Chukwuemeka Atigwe,PDP,,2019-06-11,,,Q111141675-1F31B44F-5395-49AA-9AE0-F1DF8637A3FD
Q111141676,Simon Davou Mwadkwon,PDP,Barkin Ladi/Riyom,2019-06-11,,,Q111141676-18B23DC9-C55C-4CF7-AB0A-953D4B865A43
Q111141677,Stephen Sinikiem Azaiki,PDP,Yenagoa/Kolokuna/Opokuma,2019-06-11,,,Q111141677-6ADF5781-3844-4760-850B-8F5898336CEC
Q111141678,Sulaiman Gumi Abubakar,APC,Gummi/Bukkuyum,2021-07-06,,,Q111141678-90E17FC6-935D-4FBF-89B5-3A6653E91D48
Q111141683,Musibau Taiwo Kolawole,APC,Ajeromi/Ifelodun,2019-06-11,,,Q111141683-A28619FD-7872-4381-9B42-2545C89012E4
Q111141684,Taiwo Olukemi Oluga,APC,Ayedaade/Irewole/Isokan,2019-06-11,,,Q111141684-41E85E15-BB16-4F20-897B-D35F1FE2DD91
Q111141685,Tasir Olawale Raji,APC,Epe,2019-06-11,,,Q111141685-F08A7684-9425-4E56-8F3A-C5F448F8DBD1
Q111141687,Ereyitomi Thomas,PDP,Warri North/Warri South/Warri South West,2019-06-11,,,Q111141687-C4D1FF4B-A612-49C3-8680-F0B6B19A699E
Q111141688,Tijjani Zannah Zakariya,APC,Machina/Nguru/Yusufari/Karasuwa,2019-06-11,,,Q111141688-DBA7CE65-417B-46AD-9419-4CF168571B4F
Q111141689,Kingsley Chima Uju,APC,Oguta/Ohaji-Egbema/Oru West,2020-02-13,,,Q111141689-9EAABDB9-59DD-4669-8C19-A48871E52A3B
Q111141690,Umar Abdulkadir Sarki,PRP,Katagum,2019-06-11,,,Q111141690-CF490C96-F7E5-4CED-86F4-AD876FD612CF
Q111141693,Umar Abdullahi Kamba,APC,Arewa/Dandi,2019-06-11,,,Q111141693-B8487272-2686-468D-B131-CE8F2EEA60A6
Q111141694,Umar Muda Lawal,APC,Toro,2019-06-11,,,Q111141694-F50A4BDC-1AAB-404D-92C2-DA4E8592294B
Q111141695,Saidu Doka Umar,APC,Shiroro/Rafi/Munya,2019-06-11,,,Q111141695-8ADD9616-871A-4D88-B385-5F0BE731B607
Q111141696,Usman Abdullahi Gbatamangi,APC,Lavun/Mokwa/Edati,2019-06-11,,,Q111141696-C2436967-D54C-4014-AFA1-C423CD4948C3
Q111141697,Kumo Usman Bello,APC,Akko,2019-06-11,,,Q111141697-0743B094-BA8C-40E1-A427-C448ED2276CB
Q111141698,Usman Zannah,APC,Kaga/Gubio/Magumeri,2019-06-11,,,Q111141698-B8E24F04-DE43-4AA3-89C1-8AD9BA7BD0C7
Q111141701,Ekene Vincent Ofumelu,APC,Oyi/Ayamelum,2021-09-30,,,Q111141701-B720B2DE-C9E6-4CC9-A8B5-AD72D9E588DE
Q111141703,Yakubu Shehu Abdullahi,APC,Bauchi,2021-02-16,,,Q111141703-2623BDA4-E36E-4DBA-91E0-7197FE70592C
Q111141704,Tango Bauchi Yaya,PDP,,2022-01-24,,,Q111141704-F5CFEA14-152F-45FE-955C-75F595F9A062
Q111141705,Yusuf Ahmad Badau,APC,Shanono/Bagwai,2019-06-11,,,Q111141705-4DF6FBDF-D26E-4B2D-9D9C-8C4210AE8A6E
Q111141706,Tijani Ahmed Yusuf,APC,Okene/Ogori-Magogo,2019-06-11,,,Q111141706-48778ED9-9914-4941-82CB-4E7810A84D30
Q111141707,Yusuf Buba Yakub,APC,Gombi/Hong,2019-06-11,,,Q111141707-0CC2CC34-B3CB-4ECC-8315-09E308F899A7
Q111141709,Yusuf Shitu Galambi,APC,Gwaram,2021-06-29,,,Q111141709-A2C15C86-4C4D-460A-BBDC-4F0C8C88A744
Q111141710,Kurdula Yusuf Isah,APC,Tangaza/Gudu,2019-06-11,,,Q111141710-FB10D9B3-8302-442B-850F-8B5FBB1A979F
Q111141711,Yusuf Miga,APC,Jahun/Miga,2019-06-11,,,Q111141711-8346BFCB-DB7A-4C9A-8773-EE02DD23ECBB
Q111141713,Sununu Tanko Yusuf,APC,Ngaski/Shanga/Yauri,2019-06-11,,,Q111141713-1D8C332A-06B1-4A90-A48F-C739BCB8E974
Q111141715,Zakaria Dauda Nyampa,PDP,Madagali/Michika,2019-06-11,,,Q111141715-EA19BBE9-9C9B-4DDD-BFF6-B357F3C41AE5
Q111143021,Shehu Balarabe,APC,Birnin Gwari/Giwa,2019-06-11,,male,Q111143021-685E48F5-F75C-48B8-B78B-55704C5DEC86
Q16187120,Julius Omozuanvbo Ihonvbere,APC,Owan East/Owan West,2019-06-11,,male,Q16187120-942DB28E-5052-47C9-971A-7BA54DC8B463
Q16194615,John Dyegh,PDP,Gboko/Tarka,2021-12-13,,male,Q16194615-3B1FEC2B-DEC2-4A20-8D1A-015A8FE76ABB
Q17385635,Beni Butmak Lar,PDP,Langtang North/Langtang South,2019-06-11,,female,Q17385635-3995290B-938B-4613-87D6-1EC12E7CA83D
Q18129932,Khadija Waziri Bukar abba ibrahim,APC,Damaturu/Gujba/Gulani/Tarmuwa,2019-06-11,,female,Q18129932-C9E463EE-77F6-46C1-933F-BB31A1C1E366
Q19667180,Otunba Akin Alabi,APC,Egbeda/Ona-Ara,2019-06-11,,male,Q19667180-A751E5F3-EC44-4F36-B00B-D81F95A25146
Q19957516,Yakubu Dogara,APC,Bogoro/Dass/Tafawa Balewa,2020-06-24,,male,Q19957516-CEC96DAE-6249-4EE0-9A9A-DE8857C74127
Q20676550,Boniface Sunday Emerengwa,PDP,,2019-06-11,,male,Q20676550-0F182C9D-E849-4884-830C-E3AC86DA5993
Q20685008,Tajudeen Adekunle Obasa,PDP,Ojo,2019-06-11,,male,Q20685008-3BC67D27-B120-48AF-AB34-168C2C325C2C
Q20740791,Alhassan Doguwa,APC,Doguwa/Tudun Wada,2020-01-29,,male,Q20740791-AB7D6395-A540-4DEC-8B12-2754F16DF3DE
Q21063010,Onofiok Akpan Luke,PDP,,2019-06-11,,male,Q21063010-AD432D45-4B77-407E-9500-25C8B681703E
Q23409635,Chinyere Emmanuel Igwe,PDP,Port Harcourt II,2019-06-11,,male,Q23409635-59CE95A3-818E-4F61-891F-607FA259C42A
Q23414656,Abdel-majid Adesegun Adekoya,PDP,Ijebu North/Ijebu East/Ogun Waterside,2019-06-11,,male,Q23414656-1F45E5B8-C981-4234-8272-4B4E4C7B9061
Q24565203,Musa Sarkin adar,APC,Goronyo/Gada,2019-06-13,,male,Q24565203-CFB0BF42-4921-4673-86AF-6E07CE7FF279
Q26896971,Julius Gbabojor Pondi,PDP,Burutu,2019-06-11,,male,Q26896971-E5898721-2368-4974-AD3B-C57D502B9C95
Q27063414,Iheonunekwu Ephraim Nwuzi,APC,Etche/Omuma,2020-10-07,,male,Q27063414-61D9C1C4-687D-41C4-968E-6798E4BFD0D9
Q28030538,Ozurigbo ugonna,APC,Isu/Njaba/Nkwerre/Nwangele,2019-06-13,,male,Q28030538-6F826027-6CD8-41F0-B522-03B154638722
Q28051589,Samaila Abdu Suleiman,APC,Kaduna North,2019-06-11,,male,Q28051589-8DA2C8CB-00F4-4A00-B825-C1281176A206
Q28968008,Nse Bassey Ekpenyong,PDP,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,2019-06-11,,male,Q28968008-2E015E61-A533-4C70-BFD8-4EBB7ABE1889
Q28968132,Ogor Okuweh,PDP,,2019-06-11,,male,Q28968132-F40031E8-6695-4A79-8834-B2E1EB57DFD7
Q28968135,Barde Umar Yakubu,PDP,Chikun/Kajuru,2019-06-11,,male,Q28968135-05303E7F-15BE-41D4-9F0C-CD72CB06F643
Q29514826,Nkeiruka Chidubem Onyejeocha,APC,,2019-06-11,,female,Q29514826-62425503-F593-4C19-B1F1-6DCCFC84A1B4
Q30643909,Obinna Chidoka,PDP,Idemili North/Idemili South,2019-11-19,,male,Q30643909-6D7F493E-92A0-4CEF-AA03-A55900998E8A
Q35536093,Tijjani Abdulkadir Jobe,APC,Dawakin Tofa/Tofa/Rimin Gado,2019-06-11,,male,Q35536093-F941FFF8-AF7F-4FEC-B84A-B84892D91130
Q35536154,Usman Danjuma Shiddi,APC,Ibi/Wukari,2020-12-15,,male,Q35536154-C688DFE3-66F7-435E-B514-469432780B1C
Q35536249,Jimoh Olusola Ojugbele,APC,Ado-Odo/Ota,2019-06-11,,,Q35536249-FE1C36E4-89F3-4A19-9289-E5F99DB5DEE0
Q35536347,Toby Okey Okechukwu,PDP,Aninri/Awgu/Oji River,2019-06-11,,,Q35536347-532711AE-1625-473A-855A-185FA8F582E7
Q35536361,Aja Samson,PDP,Oju/Obi,2019-11-19,,,Q35536361-A89A07BA-689D-4DFF-81A3-91E131D9439F
Q35536408,Henry Okon Archibong,PDP,Itu/Ibiono Ibom,2019-06-11,,male,Q35536408-633291C8-1F5C-48A7-A746-1AA4712D9D78
Q35536465,Victor Onyemaechi Nwokolo,PDP,Ika North East/Ika South,2019-06-11,,,Q35536465-0136E619-0F00-456B-A9C0-B3808DF1174D
Q35536492,Chukwuma Nwazunku,PDP,Ebonyi/Ohaukwu,2019-06-11,,,Q35536492-0680FDD2-CA68-4861-A81D-57B6B7308440
Q35536547,Ohiozojeh Akpatason,APC,Akoko-Edo,2019-07-03,,,Q35536547-F85F6255-8206-490D-9633-9D0E48A613D5
Q35536601,Okafor John,APC,,2019-09-17,,male,Q35536601-8ECBD5FA-0674-44D2-9F5F-916D8FBE1E0B
Q35536614,Iorwase Herman Hembe,APC,,2020-12-08,,male,Q35536614-799160E5-C30E-46FA-A048-7068418ED3F4
Q35536681,Olajide Boladale Olatubosun,APC,,2019-06-11,,,Q35536681-F7318352-033B-4A51-B6BF-64D519F47529
Q35536874,Solomon Maren Bulus,PDP,Bokkos/Mangu,2019-06-11,,,Q35536874-FFA1DDEA-9DEB-47D3-934D-43CA99DB0679
Q35536888,Aminu Ashiru Mani,APC,Bindawa/Mani,2019-06-11,,,Q35536888-3424DAC5-B5BB-46F8-84F4-502135DB035E
Q35536941,Yunusa Ahmad Abubakar,APC,Yamaltu/Deba,2019-06-11,,,Q35536941-263B69C5-5A64-4E96-8CB1-70D860B938A6
Q35537290,Shehu Saleh,APGA,Magama/Rijau,2021-02-10,,,Q35537290-C8863E3F-0E5B-4C48-8839-CC6349707903
Q35537339,Egoh Emmanuel Ajokpa-oghene,PDP,,2019-06-11,,,Q35537339-C2F98711-DEF7-49B8-B31C-E24FF8029E5F
Q35537474,Dandutse Mohammed Muntari,APC,Funtua/Dandume,2019-06-11,,,Q35537474-49C2F1B7-A230-4296-B0C8-0DAF09A28520
Q35537487,Olatunji Abiola Shoyinka,PDP,Surulere II,2019-06-11,,,Q35537487-779483E2-F13E-4B80-AD20-0166D7615156
Q35537514,Abubakar Sarki Dahiru,APC,Lafia/Obi,2019-06-11,,male,Q35537514-EFEC8FB0-E8C5-4F59-8985-DD5A424EC2FD
Q35537525,Akeem Adeniyi Adeyemi,APC,,2019-06-11,,male,Q35537525-700D198B-B117-4EA0-B8FF-F60697D94B4E
Q35537589,Sani Daura,APC,Zango/Baure,2019-06-11,,,Q35537589-14E8F684-F143-4599-B214-645B5786B226
Q35537705,Gwani Gideon Lucas,APC,Kaura,2019-06-11,,male,Q35537705-D81F641D-C6F4-4331-B2A5-1DF33E5649DB
Q35537718,Danladi Baidu Tijo,PDP,Karim Lamido/Lau/Ardo-Kola,2019-06-11,,,Q35537718-CA905267-A288-468C-A14E-CC167EFBC960
Q35537790,Aishatu Jibril Dukku,APC,Dukku/Nafada,2019-06-11,,female,Q35537790-156D01E1-B28B-4C00-9BB3-3788F899CEAF
Q35537802,Shehu Nicholas Garba,PDP,Jema’a/Sanga,2019-06-11,,male,Q35537802-B92564E0-0A93-48C4-AE4C-0EE236D5573C
Q35537842,Anayo Edwin Nwonu,PDP,Ezza North/Ishielu,2019-06-11,,male,Q35537842-C59F1968-F13E-4018-B384-228A1CCB36FA
Q35537872,Akanni Enitan Dolapo-badru,APC,Lagos Island I,2019-06-11,,male,Q35537872-D7DA9076-7FD2-4B32-AFC6-409372BC3CE9
Q35537883,Badamasi Ayuba,APC,Dambatta/Makoda,2019-06-11,,,Q35537883-7D069C47-7377-43E3-91ED-0CCD7C355C9E
Q35537904,Sani Umar Bala,APC,Tsanyawa/Kunchi,2019-06-11,,,Q35537904-D6274B6D-3B1C-4486-A4FE-DCBD445135AD
Q35538029,Nicholas Ebomo Mutu,PDP,Bomadi/Patani,2019-06-11,,male,Q35538029-FDF2C936-5D4A-4CA8-8940-F839500D3D41
Q35538044,Bolaji Yusuf Ayinla,APC,Mushin II,2019-06-11,,male,Q35538044-F647B21E-3FAB-4CDD-8E69-0219672CD17A
Q35538057,Ibrahim Abdullahi Dutse,APC,Dutse/Kiyawa,2019-06-11,,male,Q35538057-38C58E99-2182-4CC9-8F1C-EF80F582CC37
Q35538106,Uzoma Nkem Abonta,PDP,Ukwa East/Ukwa West,2019-06-11,,,Q35538106-D2BE8F4C-3691-4A9F-A188-7BC8498C3999
Q35538117,Omoregie Ogbeide-ihama,PDP,Oredo,2019-06-11,,,Q35538117-EDB760AA-F135-474C-80E4-DB2873B843DC
Q35538173,Abdulrazak Sa'ad Namdas,APC,,2019-06-11,,male,Q35538173-B66E5307-D92E-49DA-8207-523E93F0DD71
Q35538221,Usman Ibrahim Auyo,APC,,2019-06-11,,,Q35538221-A84D113C-56E9-44DA-8D4F-6BC3D3FF4500
Q35538233,Kingsley Ogundu Chinda,PDP,,2019-06-11,,male,Q35538233-42947DB1-B5BA-45D4-9BF9-C88C0A623BBC
Q35538247,Muhammed Gudaji Kazaure,APC,Kazaure/Roni/Gwiwa/Yankwashi,2019-06-11,,male,Q35538247-49BC749E-EBC0-4A98-AC9E-2424F7452217
Q35538328,Samuel Mayowa Akinfolarin,APC,,2019-06-11,,male,Q35538328-6CDACD1C-108F-4AA5-BA97-EC316B7491EE
Q35538405,Mark Terseer Gbillah,PDP,Gwer East/Gwer West,2019-06-11,,male,Q35538405-7598DE54-A289-42C5-AC5E-CA559A738819
Q35538438,Etaba Michael Irom,APC,Obubra/Etung,2021-06-29,,male,Q35538438-23E2575D-D906-4094-9DFF-76D2DFD1D126
Q35538484,Olufemi Bandele Adebanjo,APC,Alimosho,2019-06-11,,,Q35538484-68F718BF-9D0F-427C-8CCE-BFF69BEC8752
Q35538496,Bright Tamuno Gogo,PDP,Okrika/Ogu-Bolo,2019-06-11,,,Q35538496-E0AFEACF-99D8-4F1E-9AE1-016BE9754FC8
Q35538626,Aliyu Betara Muktar,APC,,2019-06-11,,,Q35538626-50CF7079-F917-43F8-BAD7-7760807DC4BF
Q35538727,Dennis Oguerinwa Amadi,PDP,Ezeagu/Udi,2019-06-11,,male,Q35538727-87EF2AD1-B4E9-4729-9706-9FBC82E5A6B7
Q35538760,Abbas Tajudeen,APC,Zaria,2019-06-11,,,Q35538760-A77F6D23-370A-4F19-9E26-E70E61B9978D
Q35538891,Kolade Victor Akinjo,PDP,Eseodo/Ilaje,2019-06-11,,,Q35538891-60E844D7-09C3-4DA1-8FDE-558978891C91
Q35538940,Kwamoti Bitrus Laori,PDP,Demsa/Numan/Lamurde,2019-06-11,,,Q35538940-B97B4431-0C5B-4C5B-BB4A-87FEDD1B3766
Q35538952,Essien Ekpenyong Ayi,PDP,,2019-06-11,,,Q35538952-C412638B-9295-4D1E-B18E-E10035609B4C
Q35538977,Abdullahi Idris Garba,APC,Kontagora/Wushishi/Mariga/Mashegu,2019-06-11,,male,Q35538977-528CFA79-907C-491B-8E54-9CE05E551B69
Q35538997,Francis Charles Uduyok,PDP,Ikot Abasi/Mkpat Enin/Eastern Obolo,2019-06-11,,,Q35538997-7A45FFAD-9D5A-4BF9-89ED-0AC7D371FB07
Q35539099,Kenneth Anayo Chikere,PDP,Port Harcourt I,2019-06-11,,male,Q35539099-6A6CA68E-68B0-470E-A995-2A0B10807EBC
Q35539118,Garba Datti Muhammad,APC,Sabon Gari,2019-06-11,,,Q35539118-0D8E7972-0AB8-49DD-9927-F600BC9F819A
Q35539211,Solomon Ezinwa onyemaobi Adaelu,PDP,Obingwa/Ugwunagbo/Osisioma,2019-06-11,,,Q35539211-9CC13C6A-7A30-426C-8DDA-2352A99C5F0E
Q35539224,Babangida Ibrahim,APC,Malumfashi/Kafur,2019-06-11,,,Q35539224-98FADB2C-B8CA-441E-92E4-BB3D74CD2411
Q35539282,Abubakar Hassan Fulata,APC,,2019-06-11,,male,Q35539282-F00C90F0-74E5-4474-BABC-568039EAA7B6
Q35539294,Uko Ndukwe Nkole,PDP,Arochukwu/Ohafia,2019-06-11,,male,Q35539294-AD902317-027D-45B6-9076-138395B49425
Q35539317,Darlington Gideon Nwokocha,PDP,Isiala Ngwa North/Isiala Ngwa South,2019-06-11,,,Q35539317-B79EA7C6-37C6-45C5-9083-0FDB6AF3580E
Q35539376,Mustapha Dawaki Bala,APC,Dawakin Kudu/Warawa,2019-06-11,,male,Q35539376-9DD79DCB-360D-4DC6-9AE8-42DF32BE2087
Q35539429,Olufemi Julius Fakeye,APC,,2019-06-11,,,Q35539429-A406B426-0225-4F2B-8238-CDAC14E3B07F
Q35539437,Abubakar Lado Abdullahi,APC,Gurara/Suleja/Tapa,2019-06-11,,male,Q35539437-5EC76035-675E-4365-B5DA-BBCE55E89189
Q35539466,Ahmed Dayyabu Safana,APC,Batsari/Safana/Danmusa,2019-06-11,,,Q35539466-780C062C-B668-409E-8FAE-E5745595C2F9
Q35539522,Eta Mbora Edim,PDP,Calabar Municipal/Odukpani,2019-06-11,,,Q35539522-48ECA138-EB60-4742-9798-FA4AD3610652
Q35539569,Muhammad Umar Jega,APC,Aleiro/Gwandu/Jega,2019-06-11,,male,Q35539569-7875A955-4141-4D53-972E-C3B034DEE86C
Q35539661,Samuel Ifeanyi Onuigbo,APC,,2020-12-17,,male,Q35539661-51481B0E-CDC6-44B5-9A34-F0849B38B434
Q35539674,Sergius Oseasochie Ogun,PDP,Esan North East/Esan South East,2019-06-11,,,Q35539674-9A635859-6121-4662-8F80-AD0C9D32E321
Q35539721,Ibrahim Ayokunle Isiaka,APC,Ifo/Ewekoro,2019-06-11,,male,Q35539721-8AACEE27-123E-4CD1-B370-E00F09638416
Q35539756,Amiruddin Tukur,APC,Bakori/Danja,2019-07-25,,,Q35539756-73568851-A6A5-4FF2-9BC4-1D40318711F1
Q35539769,Wilfred Chukwuka Onyema,PDP,Ogbaru,2019-06-11,,,Q35539769-C8B99070-F013-4320-98D6-C63A1A9B5405
Q35539780,Henry Ndochukwu Nwawuba,PDP,Ikeduru/Mbaitoli,2019-06-11,,male,Q35539780-6D215963-0152-47EB-8F40-83E66C652463
Q35539804,Babajimi Adegoke Benson,APC,Ikorodu,2019-06-11,,,Q35539804-807B2B55-9FB5-48C8-A573-02787B7366CF
Q35539816,Gaza Jonathan Gbefwi,APC,Keffi/Karu/Kokona,2021-07-07,,male,Q35539816-668AB0FE-A0C2-4C1E-BF48-BE19500FDA98
Q35539838,Daniel Effiong Asuquo,PDP,Akamkpa/Biase,2019-06-11,,male,Q35539838-BB37A366-E3FF-4E20-824F-062C3D1F3258
Q35539882,Awaji-inombek Dagomie Abiante,PDP,,2019-06-11,,,Q35539882-5267D386-BCF6-4F6E-89B4-2C2082C53581
Q35539906,Sylvester Obinna Ogbaga,PDP,Abakaliki/Izzi,2019-06-11,,male,Q35539906-319CCA33-01B6-4212-BED4-35DE870D5FE5
Q35539932,Aliyu Da'u Magaji,APC,Birnin Kudu/Buji,2019-06-11,,,Q35539932-897F6F65-AAD2-4662-8731-033351200C97
Q35539979,Ochiglegor Legor Idagbo,APC,,2021-06-29,,,Q35539979-0F25801A-8DA4-4223-AE4B-80F6758D4CC8
Q35540082,Ossai Nicholas Ossai,PDP,Nkokwa East/Ndokwa West/Ukwuani,2019-06-11,,male,Q35540082-780A087D-7156-41A2-86A4-8D40F337FA60
Q40663695,Dumnamene Robinson Dekor,PDP,Khana/Gokana,2019-06-11,,male,Q40663695-2D27C857-EE8F-4A0D-A053-5452B8BD9B03
Q4666128,Abdullahi Balarabe Salame,APC,Illela/Gwadabawa,2019-06-11,,male,Q4666128-30B0B593-4EA1-40FF-800E-5A74B07DD985
Q50219654,Michael Okon Enyong,PDP,Uyo/Uruan/Nsit Atai/Ibesikpo Asutan,2019-06-11,,male,Q50219654-76289BF4-FD1A-4CB7-AFF7-C9650DE1CF92
Q50825739,Oluwole Oke,PDP,Obokun/Oriade,2019-06-11,,male,Q50825739-AFDC75F4-F222-4B9B-BD4F-CF31180E8D9D
Q51120626,Ibrahim Makama misau,APC,Misau/Dambam,2019-06-11,,male,Q51120626-8330832A-6EAA-4DD9-A928-79753AD6B42A
Q52151627,Olufemi Richard Bamisile,APC,Emure/Gbonyin/Ekiti East,2019-06-11,,male,Q52151627-ABC4811B-3797-420A-9903-52B5528E4282
Q5261085,Ahmed Idris Wase,APC,Wase,2019-06-11,,male,Q5261085-C24028A9-76C4-4C59-8D24-90762D1AF0E2
Q5442793,Femi Akeem Gbajabiamila,APC,Surulere I,2019-06-11,,male,Q5442793-BBC61E54-CDC3-4AB9-9181-C00F1394764D
Q56678163,Shina Abiola-peller,APC,Iseyin/Itesiwaju/Kajola/Iwajowa,2019-06-11,,male,Q56678163-2935D035-991B-4B4C-A388-A8BAA70162FA
Q64756796,Doctor Farah Dagogo,PDP,Degema/Bonny,2019-06-11,,male,Q64756796-7F15F9DA-E76C-493E-9E57-BDE250ECB3EF
Q65548435,Chisom Promise Dike,APC,,2021-09-16,,male,Q65548435-B6310644-B317-4E45-9820-42538B6480B2
Q65929260,Mohammed Bago Umaru,APC,Chanchaga,2019-06-11,,male,Q65929260-91919DF8-C607-454D-ACF1-539C6F6A2CCC
Q6708540,Lynda C Chuba ikpeazu,APC,,2021-09-30,,female,Q6708540-33982EBF-0D7C-4A26-ACE7-E88769FCB892
Q67099464,Tajudeen Adeyemi Adefisoye,APC,Idanre/Ifedore,2020-12-16,,male,Q67099464-05D2647A-A186-4BCB-84F8-136537FBF063
Q68621515,David Idris Zacharias,APC,,2019-06-11,,male,Q68621515-E4A9C9BA-5386-4366-82AF-C2B9D7ED1AF4
Q69541341,Victor Mela,APC,Balanga/Billiri,2019-06-11,,male,Q69541341-FC753CEF-7FCA-48E8-9452-6C3682146A45
Q71333232,Unyime Josiah Idem,PDP,Ukanafun/Oruk Anam,2019-06-11,,male,Q71333232-ED65E425-EB16-4E50-8C3F-9A139E7A5C7A
Q71725691,Bede Uchenna Eke,PDP,Aboh Mbaise/Ngor Okpala,2019-06-11,,male,Q71725691-40E4DEEE-78E6-44CC-AFCB-17899C513F9B
Q77224538,Ifeanyi Chudy Momah,APGA,Ihiala,2019-06-11,,male,Q77224538-0B6FBD5E-3AFD-4B9C-876E-C0117C00DF8E
Q77569924,Abiola Peter Makinde,APC,Ondo East/Ondo West,2021-02-23,,male,Q77569924-3AC10C2C-F38F-49C9-A284-F06A6078DFC0
Q78170274,Abiodun James Faleke,APC,Ikeja,2019-06-11,,male,Q78170274-0FD0D118-5E5C-43D5-8F1B-3B79D1936BC7
Q79234960,Agbedi Yeitiemone Frederick,PDP,Sagbama/Ekeremor,2019-06-11,,male,Q79234960-B924EB51-68A8-4A33-A202-0B1791F51BFE
Q87451110,Saidu Musa Abdullahi,APC,Bida/Gbako/Katcha,2019-06-11,,male,Q87451110-C9B4DEC8-49FF-42B4-8179-A2A66C6C15B6
Q90325412,Kabir Tukura Ibrahim,APC,Fakai/Sakaba/Wasagu/Danko/Zuru,2019-06-11,,male,Q90325412-59738B40-7389-4F20-9131-147C7D6C3489
Q95692830,Taofeek Abimbola Ajilesoro,PDP,,2019-06-11,,male,Q95692830-1269D65D-CDE5-49D0-87E4-60B09B290CA7
Q96003761,Adewunmi Oriyomi Onanuga,PDP,Ikenne/Shagamu/Remo North,2019-06-11,,female,Q96003761-DF095A53-2298-454A-8BD0-7D1356BD5AE3
Q96384703,Johnson Egwakhide Oghuma,APC,,2019-06-11,,male,Q96384703-2927DBE4-5284-48AC-8AC2-E7E4F77D32DF
Q96393681,Mohammed Tahir Monguno,APC,,2019-06-11,,male,Q96393681-B247D767-0DFF-4A8A-993D-22BC81EA3596
Q97483725,Babatunde Hunpe,APC,Badagry,2019-06-11,,,Q97483725-EACF7511-AEE6-47AF-9B6D-A956E5DCA997
Q98153229,Francis Ejiroghene Waive,APC,,2019-06-11,,male,Q98153229-DBBA4B6C-86A9-4577-B0D0-82013EDFEBBA
